,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
744,VS19949,Nevada,,Bachelor,289762.07,54337.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
745,AM92343,Oregon,,High School or Below,1159950.22,67616.0,96.0,1/0/00,Personal Auto,Four-Door Car,340.306584
746,GI68556,California,,Bachelor,1514793.06,41082.0,63.0,1/0/00,Personal Auto,Two-Door Car,106.647493
747,JT11876,Washington,,High School or Below,543576.78,0.0,10202.0,1/0/00,Personal Auto,Four-Door Car,626.116259
748,XR64251,Nevada,,Master,272535.64,36650.0,69.0,1/1/00,Personal Auto,Four-Door Car,56.60333000000001
749,MK34957,Oregon,,College,1329771.23,50631.0,112.0,1/4/00,Special Auto,SUV,784.6578099999999
750,GP18756,California,,College,992704.97,19592.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
751,AP23850,Washington,,High School or Below,1777154.9,0.0,114.0,1/0/00,Personal Auto,Two-Door Car,547.2
752,KQ65521,Arizona,,College,1826927.02,55761.0,115.0,1/0/00,Personal Auto,Luxury,86.27772
753,EJ19449,California,,College,272221.07,17576.0,71.0,1/0/00,Special Auto,Four-Door Car,398.502948
754,QB70027,California,,Bachelor,708321.24,41449.0,89.0,1/0/00,Personal Auto,Four-Door Car,63.516572
755,QW47320,California,,Bachelor,1017971.7,14290.0,271.0,1/0/00,Personal Auto,Luxury,1300.8
756,KH64733,Nevada,,College,588950.91,62007.0,73.0,1/0/00,Personal Auto,Four-Door Car,120.01560900000001
757,ON59472,Arizona,,High School or Below,1577139.34,21921.0,206.0,1/0/00,Corporate Auto,Luxury,1254.137899
758,HP94242,Arizona,,Bachelor,528817.33,42621.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8
759,RV15398,Oregon,,College,2758055.4,0.0,87.0,1/1/00,Personal Auto,Four-Door Car,417.6
760,EA25683,Washington,,High School or Below,777853.23,63786.0,196.0,1/0/00,Corporate Auto,Luxury,798.0026889999999
761,PW73754,California,,High School or Below,734186.13,0.0,104.0,1/3/00,Personal Auto,Luxury,82.041684
762,MC71942,California,,High School or Below,791919.7,82877.0,99.0,1/1/00,Personal Auto,Two-Door Car,22.819088
763,OX72195,Arizona,,College,216387.02,0.0,63.0,1/0/00,Corporate Auto,Two-Door Car,302.4
764,YQ99152,Nevada,,High School or Below,978780.88,10475.0,88.0,1/1/00,Personal Auto,Two-Door Car,422.4
765,KI19439,Oregon,,High School or Below,520764.08,21952.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8
766,PM76175,Oregon,,Bachelor,2114727.72,49721.0,132.0,1/0/00,Corporate Auto,Luxury,639.9713879999999
767,US45383,California,,College,1228076.66,88340.0,102.0,1/0/00,Personal Auto,Two-Door Car,489.6
768,GT38956,California,,College,244139.42,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
769,SN41301,Oregon,,Bachelor,653556.06,0.0,65.0,1/0/00,Corporate Auto,Four-Door Car,468.0
770,BE62503,Washington,,College,920659.83,24589.0,82.0,1/0/00,Personal Auto,Two-Door Car,511.497882
771,PA16884,California,,Bachelor,411858.86,69379.0,103.0,1/0/00,Personal Auto,Two-Door Car,494.4
772,NC58480,Nevada,,Bachelor,483820.9,73769.0,61.0,1/2/00,Personal Auto,Four-Door Car,239.540223
773,NS39326,California,,College,462554.81,66670.0,114.0,1/0/00,Personal Auto,SUV,518.1803639999999
774,PN18507,Arizona,,Bachelor,1404210.3,88854.0,118.0,1/0/00,Personal Auto,Two-Door Car,715.252366
775,EK91340,Oregon,,Bachelor,754661.35,31266.0,193.0,1/0/00,Corporate Auto,Luxury,926.4
776,JY16280,California,,High School or Below,251459.2,43860.0,65.0,1/0/00,Personal Auto,Four-Door Car,156.124914
777,ZW71731,California,,Bachelor,517035.84,89284.0,133.0,1/2/00,Corporate Auto,SUV,402.070719
778,ZC24631,Oregon,,College,1391737.72,67267.0,89.0,1/0/00,Corporate Auto,Four-Door Car,94.814032
779,YR34689,California,,High School or Below,1131813.08,79270.0,95.0,1/3/00,Personal Auto,Four-Door Car,456.0
780,RT65829,Oregon,,Bachelor,427636.36,36692.0,109.0,1/1/00,Personal Auto,Four-Door Car,523.2
781,BZ12077,Oregon,,High School or Below,432224.03,0.0,119.0,1/0/00,Personal Auto,SUV,571.2
782,WM65373,California,,College,800230.83,0.0,107.0,1/0/00,Corporate Auto,SUV,513.6
783,NH35059,Nevada,,College,388545.64,0.0,105.0,1/0/00,Corporate Auto,Four-Door Car,504.0
784,QD38160,Oregon,,College,447177.82,0.0,135.0,1/0/00,Personal Auto,SUV,972.0
785,BM15160,California,,High School or Below,849635.28,44624.0,71.0,1/1/00,Special Auto,Four-Door Car,73.883044
786,VY79030,Arizona,,College,2250088.35,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8
787,EV19512,Nevada,,Master,1630196.76,19614.0,85.0,1/0/00,Personal Auto,Two-Door Car,574.024018
788,TE13577,Oregon,,College,231973.59,0.0,64.0,1/0/00,Personal Auto,Four-Door Car,632.715382
789,WY97929,Arizona,,College,871704.98,83846.0,74.0,1/3/00,Special Auto,Four-Door Car,355.2
790,YG20683,Washington,,College,286011.17,51159.0,72.0,1/0/00,Personal Auto,Four-Door Car,4.238626
791,FK75497,California,,College,245340.83,83772.0,62.0,1/0/00,Personal Auto,Two-Door Car,42.248087
792,NE60110,Arizona,,College,598977.39,66839.0,154.0,1/0/00,Personal Auto,Luxury,739.2
793,TN36521,Arizona,,College,2498022.55,88440.0,70.0,1/0/00,Personal Auto,Two-Door Car,27.145151000000002
794,HG33568,Arizona,,Master,748263.95,25666.0,63.0,1/2/00,Personal Auto,Four-Door Car,270.002766
795,TW17878,Oregon,,High School or Below,245757.6,52926.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8
796,ZO83562,Nevada,,Bachelor,237974.12,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,494.946438
797,CH97539,Washington,,Bachelor,828696.44,40001.0,70.0,1/0/00,Personal Auto,Four-Door Car,142.56700800000002
798,CV29889,California,,College,239391.54,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,425.266308
799,MO33320,Oregon,,College,465715.95,18024.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
800,QZ81258,Oregon,,College,1319792.89,0.0,68.0,1/3/00,Personal Auto,Four-Door Car,326.4
801,NY56352,Oregon,,Bachelor,280391.67,23220.0,74.0,1/0/00,Personal Auto,Four-Door Car,251.33424700000003
802,EA27048,California,,High School or Below,864650.41,64125.0,108.0,1/0/00,Personal Auto,SUV,369.818708
803,UT38865,Oregon,,College,742587.06,58042.0,62.0,1/0/00,Corporate Auto,Four-Door Car,161.419528
804,QC89139,Oregon,,High School or Below,452873.74,90034.0,112.0,1/0/00,Corporate Auto,SUV,537.6
805,LA14484,Nevada,,High School or Below,222707.28,27972.0,61.0,1/0/00,Special Auto,Four-Door Car,292.8
806,HN57556,California,,High School or Below,729294.88,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
807,CV31235,Arizona,,Bachelor,318435.52,50989.0,80.0,1/0/00,Corporate Auto,Four-Door Car,255.999709
808,WR45726,Arizona,,Bachelor,1131520.37,11885.0,101.0,1/0/00,Special Auto,Four-Door Car,484.8
809,LB25094,California,,Bachelor,253070.51,89451.0,63.0,1/0/00,Special Auto,Four-Door Car,61.769564
810,KW56110,Oregon,,Bachelor,1836155.53,0.0,182.0,1/0/00,Personal Auto,Luxury,1310.4
811,XO36233,Washington,,Bachelor,864153.0,78904.0,109.0,1/0/00,Personal Auto,SUV,250.00142400000001
812,ZX86243,Arizona,,Doctor,327853.19,70247.0,83.0,1/1/00,Personal Auto,Four-Door Car,141.799422
813,DW29763,Arizona,,High School or Below,527198.21,32653.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6
814,CT83377,Washington,,High School or Below,376363.77,93595.0,97.0,1/4/00,Special Auto,Four-Door Car,49.797016
815,OQ90898,California,,Master,1395556.96,90279.0,115.0,1/0/00,Personal Auto,SUV,372.175592
816,GO77248,Oregon,,College,500152.75,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,542.14385
817,QW33258,California,,Bachelor,708283.04,53310.0,189.0,1/3/00,Personal Auto,Luxury,1360.8
818,OU79745,California,,College,761948.28,0.0,105.0,1/0/00,Personal Auto,Four-Door Car,504.0
819,VZ79886,Oregon,,Bachelor,1255088.2,22234.0,160.0,1/0/00,Personal Auto,SUV,768.0
820,FI92440,Washington,,High School or Below,3219660.04,91375.0,99.0,1/0/00,Personal Auto,Two-Door Car,72.63293399999999
821,YG85980,Nevada,,High School or Below,679377.41,22250.0,86.0,1/0/00,Personal Auto,Two-Door Car,720.601429
822,QM74621,Oregon,,Bachelor,527231.97,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,576.0
823,EI71732,Oregon,,Doctor,626534.33,0.0,84.0,1/1/00,Personal Auto,Four-Door Car,481.02578600000004
824,VN79010,California,,High School or Below,854758.61,51179.0,71.0,1/0/00,Corporate Auto,Four-Door Car,466.17673099999996
825,FI61723,California,,Bachelor,278742.37,38667.0,72.0,1/0/00,Personal Auto,Four-Door Car,159.266473
826,OH55411,California,,Master,462680.11,79487.0,114.0,1/0/00,Corporate Auto,SUV,547.2
827,TF10720,Nevada,,Doctor,866336.4,67763.0,107.0,1/2/00,Personal Auto,Four-Door Car,41.283167
828,NW30838,Nevada,,High School or Below,387222.22,0.0,62.0,1/2/00,Corporate Auto,Four-Door Car,503.808329
829,CB58476,Oregon,,College,517081.15,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,859.5994109999999
830,WI69346,California,,Master,896028.02,71943.0,112.0,1/0/00,Corporate Auto,SUV,305.653785
831,FS76657,Oregon,,College,547183.43,53526.0,68.0,1/0/00,Personal Auto,Four-Door Car,278.902846
832,YX89016,Oregon,,College,3493100.17,35005.0,295.0,1/0/00,Personal Auto,Luxury,1416.0
833,PK28821,California,,College,262039.23,24721.0,67.0,1/0/00,Personal Auto,Four-Door Car,139.963594
834,MB51200,Washington,,College,1906949.95,0.0,102.0,1/2/00,Personal Auto,Four-Door Car,734.4
835,XG44587,Arizona,,Master,575744.23,88997.0,72.0,1/0/00,Personal Auto,Four-Door Car,174.041566
836,FG91922,Arizona,,Master,4022401.36,48587.0,111.0,1/0/00,Personal Auto,SUV,532.8
837,OM99303,Arizona,,High School or Below,270148.83,76310.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6
838,RV67546,California,,Bachelor,371243.05,73205.0,92.0,1/0/00,Personal Auto,Four-Door Car,37.299865000000004
839,UJ79253,Oregon,,College,2185084.0,51056.0,78.0,1/0/00,Personal Auto,Four-Door Car,95.81651600000001
840,PN98247,California,,College,784016.58,58414.0,210.0,1/2/00,Personal Auto,Luxury,1008.0
841,IB67546,California,,Bachelor,823703.79,23940.0,107.0,1/0/00,Personal Auto,SUV,513.6
842,OE19087,California,,High School or Below,224347.39,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,446.4
843,CM95716,California,,Bachelor,843446.41,44216.0,71.0,1/0/00,Personal Auto,Four-Door Car,72.205362
844,MW62634,California,,High School or Below,222707.28,27972.0,61.0,1/0/00,Corporate Auto,Four-Door Car,292.8
845,QW67581,Arizona,,High School or Below,517002.6,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
846,SN16059,California,,Master,264144.61,29305.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.2
847,OE51254,California,,College,279068.3,53882.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
848,RM42344,Oregon,,College,274512.98,91757.0,69.0,1/1/00,Personal Auto,Four-Door Car,331.2
849,GB35238,California,,Bachelor,757953.27,33906.0,64.0,1/0/00,Personal Auto,Two-Door Car,401.592109
850,ML82674,Oregon,,Bachelor,1097878.03,68158.0,139.0,1/1/00,Personal Auto,SUV,253.183568
851,EI85244,California,,College,825506.01,0.0,134.0,1/3/00,Personal Auto,SUV,643.2
852,DE28132,Oregon,,College,474773.46,42165.0,123.0,1/0/00,Corporate Auto,SUV,799.673766
853,TV25678,Washington,,College,354090.43,0.0,101.0,1/0/00,Personal Auto,SUV,727.2
854,TY26512,California,,Doctor,343613.43,30817.0,88.0,1/0/00,Personal Auto,Four-Door Car,91.83466800000001
855,OB69153,California,,Bachelor,258218.53,68074.0,65.0,1/0/00,Personal Auto,Four-Door Car,27.987866999999998
856,QZ77637,Washington,,College,1166509.78,84978.0,35353.0,1/1/00,Corporate Auto,Four-Door Car,166.77296
857,XN41715,California,,Master,739628.37,71135.0,92.0,1/1/00,Personal Auto,Four-Door Car,270.56399500000003
858,QR15857,California,,College,433079.98,0.0,61.0,1/0/00,Personal Auto,Two-Door Car,292.8
859,FL69363,Oregon,,Master,907576.82,37722.0,116.0,1/0/00,Personal Auto,Luxury,158.077504
860,IS30295,Arizona,,Bachelor,1463545.16,0.0,139.0,1/0/00,Personal Auto,SUV,667.2
861,WA25797,Washington,M,High School or Below,856476.82,95697.0,107.0,1/0/00,Personal Auto,Luxury,178.006524
862,NL59519,California,,College,1156568.75,64642.0,96.0,1/0/00,Personal Auto,Four-Door Car,404.265696
863,ZU93025,Oregon,,College,277104.5,50071.0,71.0,1/0/00,Personal Auto,Two-Door Car,18.918935
864,DK94262,Oregon,,High School or Below,850712.88,46754.0,106.0,1/1/00,Personal Auto,SUV,513.818403
865,UQ30615,California,,College,758211.38,64801.0,64.0,1/0/00,Corporate Auto,Four-Door Car,268.471802
866,OR40060,Arizona,,Bachelor,332309.25,70410.0,83.0,1/0/00,Personal Auto,Four-Door Car,131.828507
867,DK32872,Nevada,,High School or Below,523433.17,66957.0,131.0,1/1/00,Personal Auto,SUV,628.8
868,FA46418,Nevada,,High School or Below,2470959.96,24213.0,78.0,1/1/00,Personal Auto,Four-Door Car,374.4
869,ER19995,Washington,,College,1778627.78,99790.0,6464.0,1/0/00,Personal Auto,Four-Door Car,178.986788
870,KI75855,Oregon,,Master,255122.67,79751.0,63.0,1/0/00,Personal Auto,Two-Door Car,392.235698
871,ND41876,Arizona,,High School or Below,724771.37,86122.0,182.0,1/1/00,Personal Auto,Luxury,873.6
872,PN21042,Arizona,,Bachelor,453884.78,82297.0,116.0,1/0/00,Personal Auto,Luxury,0.38210700000000003
873,GJ43254,Washington,,College,3164210.46,89057.0,98.0,1/0/00,Corporate Auto,Two-Door Car,187.363583
874,AL46984,California,,High School or Below,873042.2,43259.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
875,JP58047,Oregon,,College,833273.06,0.0,79.0,1/0/00,Personal Auto,Four-Door Car,379.2
876,ZE85014,California,,College,235774.7,25064.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6
877,KU88219,Arizona,,Master,463716.4,25816.0,119.0,1/0/00,Personal Auto,Luxury,571.2
878,UU98729,California,,Bachelor,535719.27,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.853987
879,WS82822,Oregon,,College,539197.1,41662.0,69.0,1/0/00,Corporate Auto,Four-Door Car,217.97316800000002
880,YB49933,Arizona,,Bachelor,369414.05,96170.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
881,XC16387,Arizona,,High School or Below,504041.24,46072.0,64.0,1/0/00,Personal Auto,Four-Door Car,25.934064000000003
882,XJ96748,Arizona,,High School or Below,2749542.19,37931.0,99.0,1/0/00,Personal Auto,Four-Door Car,475.2
883,TM98684,Oregon,,High School or Below,484228.5,35127.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6
884,AY18433,Washington,,High School or Below,2738281.89,45473.0,76.0,1/0/00,Special Auto,Two-Door Car,188.938397
885,DM74502,Nevada,,College,522710.19,93087.0,131.0,1/3/00,Corporate Auto,Luxury,628.8
886,FT56968,Arizona,,High School or Below,259009.6,22398.0,67.0,1/2/00,Personal Auto,Four-Door Car,321.6
887,OX36896,California,,High School or Below,1053607.8,92983.0,87.0,1/1/00,Corporate Auto,Four-Door Car,153.205591
888,BZ65376,Arizona,,Bachelor,858127.87,27689.0,239.0,1/2/00,Personal Auto,Luxury,2893.239678
889,LN34660,California,,College,946311.33,69654.0,118.0,1/0/00,Corporate Auto,SUV,629.532731
890,JC29295,California,,Bachelor,1344100.64,80744.0,111.0,1/0/00,Personal Auto,SUV,361.28475699999996
891,KJ87930,California,,Bachelor,388650.48,0.0,112.0,1/0/00,Corporate Auto,SUV,1185.9883009999999
892,XT36360,Arizona,,High School or Below,678489.37,0.0,64.0,1/1/00,Personal Auto,Four-Door Car,460.8
893,IX35050,Arizona,,Bachelor,2359468.02,76358.0,66.0,1/0/00,Special Auto,Four-Door Car,86.46158199999999
894,UN97379,Oregon,,Bachelor,253862.63,18608.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8
895,MR57294,California,,High School or Below,563994.2,73168.0,70.0,1/0/00,Personal Auto,Four-Door Car,425.800112
896,UG79499,Washington,,Bachelor,1168137.43,70930.0,99.0,1/0/00,Personal Auto,Four-Door Car,190.43446
897,UA50747,Washington,,High School or Below,2599775.0,62262.0,72.0,1/0/00,Corporate Auto,Four-Door Car,193.505325
898,GL20444,Nevada,,Master,1377836.93,91474.0,113.0,1/0/00,Corporate Auto,Two-Door Car,24.087774
899,SP58110,California,,Bachelor,492318.17,61469.0,63.0,1/5/00,Personal Auto,Four-Door Car,302.4
900,XM91635,Arizona,,High School or Below,227233.54,16618.0,62.0,1/0/00,Special Auto,Four-Door Car,219.28870600000002
901,TV82603,California,,Bachelor,1489539.8,48081.0,188.0,1/0/00,Personal Auto,Luxury,881.360959
902,BB82067,Oregon,,Doctor,975604.5,67632.0,121.0,1/0/00,Personal Auto,Luxury,26.951627000000002
903,JP94676,Oregon,,Bachelor,942297.41,34115.0,119.0,1/0/00,Personal Auto,SUV,466.122541
904,VU53417,Arizona,,High School or Below,383735.76,23051.0,99.0,1/0/00,Personal Auto,Two-Door Car,475.2
905,IW54795,California,,College,1095213.19,23748.0,99.0,1/0/00,Personal Auto,Four-Door Car,607.095655
906,RN78170,Arizona,,College,815913.66,40589.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.2
907,IX55883,California,,College,1948049.98,50809.0,83.0,1/0/00,Personal Auto,Four-Door Car,290.381707
908,XM72420,Arizona,,High School or Below,391936.67,66676.0,97.0,1/0/00,Personal Auto,Four-Door Car,558.099357
909,GC15104,Nevada,,Bachelor,798514.21,52339.0,70.0,1/3/00,Corporate Auto,Four-Door Car,336.0
910,RX13282,Oregon,,Bachelor,1216874.49,14973.0,115.0,1/0/00,Personal Auto,SUV,828.0
911,QA85890,Arizona,,High School or Below,584932.15,0.0,83.0,1/0/00,Corporate Auto,Four-Door Car,540.5141150000001
912,IR62668,Arizona,,Bachelor,508583.66,31546.0,65.0,1/0/00,Personal Auto,Four-Door Car,100.049832
913,AL96740,California,,College,290393.98,67763.0,73.0,1/1/00,Personal Auto,Four-Door Car,59.861963
914,SS48498,Washington,,College,627317.34,20836.0,79.0,1/0/00,Corporate Auto,Four-Door Car,193.57032
915,PE39479,Washington,,College,1832141.9,88592.0,76.0,1/0/00,Corporate Auto,Four-Door Car,199.79727
916,JH62891,Oregon,,College,517870.42,66943.0,65.0,1/1/00,Special Auto,Four-Door Car,53.084753000000006
917,FI20423,Arizona,,High School or Below,1402435.84,81872.0,115.0,1/0/00,Special Auto,Four-Door Car,256.43802999999997
918,PM13394,Washington,,College,530943.59,22404.0,70.0,1/1/00,Personal Auto,Four-Door Car,211.136067
919,YV67971,California,,High School or Below,494980.38,21342.0,62.0,1/0/00,Personal Auto,Four-Door Car,74.350893
920,QD31377,California,,Bachelor,859566.53,34621.0,108.0,1/1/00,Corporate Auto,SUV,621.464468
921,YG10247,Oregon,,College,2295189.2,62396.0,64.0,1/0/00,Personal Auto,Four-Door Car,307.2
922,FE73696,Oregon,,High School or Below,379213.03,97212.0,93.0,1/0/00,Personal Auto,Two-Door Car,360.05589
923,SW19699,Arizona,,Bachelor,275574.8,49648.0,70.0,1/0/00,Personal Auto,Four-Door Car,65.954813
924,QJ40732,Arizona,,College,488033.96,97984.0,61.0,1/1/00,Personal Auto,Four-Door Car,407.45011800000003
925,HM76207,California,,College,905190.53,26308.0,114.0,1/0/00,Corporate Auto,SUV,547.2
926,NT59303,Oregon,,College,1011544.62,63528.0,256.0,1/0/00,Personal Auto,Luxury,1228.8
927,PU41393,Nevada,,College,826907.54,20225.0,114.0,1/1/00,Special Auto,SUV,547.2
928,QO86948,Nevada,,High School or Below,807165.3,0.0,112.0,1/0/00,Personal Auto,SUV,806.4
929,QN10888,Oregon,,High School or Below,772699.36,87620.0,64.0,1/0/00,Personal Auto,Four-Door Car,24.063693
930,VY19543,California,,Bachelor,831113.59,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,311.329282
931,XC15133,Nevada,,Master,257402.04,34990.0,65.0,1/0/00,Personal Auto,Four-Door Car,42.689135
932,ST43550,Oregon,,Bachelor,572732.71,99934.0,71.0,1/0/00,Special Auto,Four-Door Car,460.323855
933,FX36546,Washington,,Master,367914.21,60804.0,92.0,1/0/00,Personal Auto,Four-Door Car,213.225001
934,JX68983,Oregon,,Bachelor,274451.96,94648.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
935,HX78576,California,,High School or Below,563674.03,24516.0,71.0,1/0/00,Personal Auto,Four-Door Car,300.607591
936,ZQ11381,Arizona,,Bachelor,1687038.82,61063.0,85.0,1/0/00,Personal Auto,Four-Door Car,262.504882
937,ON39271,California,,Master,273800.2,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,263.365432
938,SB18278,Oregon,,Bachelor,464470.05,0.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.2
939,ZT30559,California,,High School or Below,474668.65,15169.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.4
940,XI41106,Arizona,,College,1687432.82,55390.0,71.0,1/0/00,Corporate Auto,Two-Door Car,256.268091
941,ZS88847,Oregon,,Bachelor,238760.61,27592.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6
942,RU49126,Washington,,College,446533.57,61846.0,112.0,1/0/00,Personal Auto,SUV,215.8182
943,KR62797,Arizona,,High School or Below,459162.59,83297.0,113.0,1/0/00,Personal Auto,SUV,542.4
944,ZJ73220,Arizona,,College,1309258.58,0.0,188.0,1/0/00,Special Auto,Luxury,1353.6
945,FY62633,Oregon,,Bachelor,911226.66,0.0,90.0,1/0/00,Personal Auto,Four-Door Car,432.0
946,CU36986,California,,High School or Below,416516.66,55897.0,104.0,1/0/00,Personal Auto,Four-Door Car,499.2
947,WZ53904,Arizona,,Bachelor,265998.06,21297.0,71.0,1/0/00,Personal Auto,Four-Door Car,45.507952
948,AA71604,Arizona,,Master,1198659.21,87560.0,98.0,1/1/00,Personal Auto,Two-Door Car,470.4
949,TD10493,Oregon,,High School or Below,289873.27,0.0,96.0,1/4/00,Personal Auto,Four-Door Car,691.2
950,LY97989,Oregon,,Bachelor,289424.39,0.0,85.0,1/0/00,Personal Auto,Four-Door Car,408.0
951,VX39856,Arizona,,Doctor,350045.44,89398.0,86.0,1/0/00,Personal Auto,Four-Door Car,82.409922
952,TP51897,California,,College,262180.86,36843.0,68.0,1/3/00,Corporate Auto,Four-Door Car,357.64298199999996
953,QQ89253,Oregon,,College,1022180.5,0.0,134.0,1/0/00,Personal Auto,SUV,643.2
954,EI91403,California,,High School or Below,257827.1,34946.0,65.0,1/0/00,Personal Auto,Two-Door Car,420.35697999999996
955,QG15435,Arizona,,College,624259.57,75680.0,78.0,1/0/00,Personal Auto,Four-Door Car,136.787725
956,FZ55002,Nevada,,Doctor,522028.1,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
957,HX77930,Washington,,College,313643.21,49532.0,79.0,1/1/00,Personal Auto,Four-Door Car,220.186677
958,UN37063,Arizona,,Bachelor,452536.58,10269.0,65.0,1/0/00,Personal Auto,Two-Door Car,170.798204
959,VB87946,California,,College,497035.73,49714.0,63.0,1/3/00,Personal Auto,Four-Door Car,266.16553500000003
960,AB60627,California,,High School or Below,1546778.9,77517.0,129.0,1/0/00,Corporate Auto,SUV,98.921782
961,TA34903,Oregon,,High School or Below,583889.92,81082.0,73.0,1/0/00,Personal Auto,Four-Door Car,281.29590299999995
962,AQ51368,Oregon,,Bachelor,1065688.2,72540.0,88.0,1/0/00,Corporate Auto,Two-Door Car,631.743039
963,NZ26102,Oregon,,High School or Below,228961.87,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,468.0
964,GB45753,California,,High School or Below,543980.42,61546.0,68.0,1/0/00,Corporate Auto,Two-Door Car,29.209521000000002
965,BV79904,California,,Master,795615.01,44818.0,67.0,1/1/00,Personal Auto,Two-Door Car,136.883999
966,OB49075,Arizona,,Bachelor,445811.34,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0
967,DS97676,Oregon,,College,255505.15,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,518.4
968,JO63462,California,,Bachelor,330799.9,79797.0,84.0,1/0/00,Corporate Auto,Two-Door Car,31.755601000000002
969,NJ10602,Washington,,College,845905.32,92717.0,70.0,1/0/00,Personal Auto,Two-Door Car,224.27582
970,RS24501,Oregon,,College,1335012.09,28919.0,173.0,1/0/00,Personal Auto,SUV,830.4
971,VT78274,Arizona,,College,493122.13,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,480.159011
972,SU56153,Nevada,,Bachelor,777683.52,63568.0,65.0,1/0/00,Corporate Auto,Two-Door Car,390.792553
973,MN20737,Nevada,,College,255367.22,73935.0,64.0,1/1/00,Corporate Auto,Four-Door Car,72.07119499999999
974,KL43114,Arizona,,High School or Below,487646.97,0.0,66.0,1/0/00,Corporate Auto,Two-Door Car,316.8
975,YQ15567,Oregon,,Bachelor,903430.58,18846.0,115.0,1/0/00,Personal Auto,SUV,552.0
976,TR88637,Arizona,,High School or Below,810591.08,38893.0,103.0,1/0/00,Personal Auto,SUV,41.965252
977,TC88986,Oregon,,High School or Below,561968.91,0.0,153.0,1/0/00,Special Auto,SUV,1027.0000289999998
978,XX88577,California,,Bachelor,1572713.06,84824.0,196.0,1/0/00,Corporate Auto,SUV,319.82074700000004
979,NE49052,California,,High School or Below,661801.64,20068.0,86.0,1/0/00,Corporate Auto,Four-Door Car,411.011162
980,KX17826,Oregon,,Doctor,467004.8,0.0,125.0,1/0/00,Corporate Auto,SUV,600.0
981,CC91503,Arizona,,High School or Below,1016936.98,0.0,135.0,1/0/00,Personal Auto,Luxury,648.0
982,WH32183,California,,Bachelor,832307.4,97245.0,70.0,1/0/00,Personal Auto,Four-Door Car,4.1105849999999995
983,ES90681,California,,College,241776.0,51808.0,61.0,1/1/00,Personal Auto,Four-Door Car,351.149904
984,DW96592,California,,Bachelor,804487.24,71391.0,67.0,1/0/00,Personal Auto,Four-Door Car,284.000172
985,MT23134,Oregon,,High School or Below,532572.45,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,496.474767
986,BM69081,Arizona,,Bachelor,694752.4,0.0,100.0,1/0/00,Personal Auto,SUV,925.1371429999999
987,MB90871,Oregon,,College,584741.52,23496.0,77.0,1/0/00,Special Auto,Four-Door Car,13.164097
988,GT62080,Washington,,High School or Below,,55561.0,63.0,1/0/00,Personal Auto,Four-Door Car,227.872071
989,QL77686,Nevada,,College,472478.61,23986.0,119.0,1/0/00,Corporate Auto,SUV,463.33506100000005
990,ON77827,Arizona,,Master,279022.8,22974.0,71.0,1/0/00,Personal Auto,Four-Door Car,180.667969
991,KP18988,Oregon,,High School or Below,2153133.28,0.0,101.0,1/0/00,Personal Auto,Four-Door Car,484.8
992,TI92884,Arizona,,Bachelor,1262283.27,61844.0,106.0,1/0/00,Personal Auto,Luxury,508.8
